frame_id,elephant_id,posture_class,x1,y1,x2,y2,move_dx,move_dy,trunk_angle,ear_freq,tail_freq,behaviour_label,conflict_risk,alertness_label
215,1,8,36,171,910,615,0.3743996436359468,0.31791070029622204,91,0.992774902089302,0.2369837471210784,Calm,High,Aggressive
216,1,7,481,190,906,516,0.8257419396972071,0.15675745989425227,355,0.6026748589833318,0.9713705557208547,Calm,Low,Aggressive
217,1,8,178,201,644,925,0.582312631474178,0.5044568468758754,14,0.7900268218525396,0.1379326439350732,Aggressive,High,Calm
218,1,7,139,412,631,595,0.5442407653899862,0.6909544737798006,256,0.23072215799207973,0.09689049643509384,Aggressive,Medium,Aggressive
219,1,2,206,376,970,527,0.4990934098979867,0.11009864528869096,346,0.9510244886622222,0.6429463259823692,Alert,Low,Aggressive
220,1,1,262,211,874,935,0.0977554878584388,0.09170956749294823,65,0.35112921429508737,0.38773788621068905,Aggressive,Low,Aggressive
221,1,6,219,169,597,774,0.2101069125057311,0.3648116714999887,74,0.6503643696212356,0.846539582535027,Calm,Medium,Aggressive
222,1,10,22,494,844,562,0.6849525858996186,0.4933368866159702,135,0.2388494155793408,0.05825993164189314,Aggressive,Low,Calm
223,1,13,352,484,666,603,0.7880463557768548,0.023209725928013736,2,0.024410675743807286,0.848133701690328,Calm,Low,Calm
224,1,10,163,432,939,856,0.12842739341660725,0.9761024797296831,104,0.7846632964933082,0.08885520618118592,Alert,Medium,Calm
225,1,6,130,189,847,693,0.985032809262454,0.6476390964131226,151,0.5282303539654752,0.021015723275646714,Aggressive,Medium,Aggressive
226,1,12,87,135,624,872,0.7740695252289385,0.7005790944059672,269,0.1457317398040744,0.959706372311949,Aggressive,High,Aggressive
227,1,4,58,292,666,528,0.09968788790094096,0.1930548911234572,42,0.136600726339279,0.11099685619126098,Calm,Low,Aggressive
228,1,2,419,326,547,659,0.14973112014274703,0.09919366210324898,220,0.6214667541229039,0.826471956557639,Alert,Low,Calm
229,1,0,227,252,731,772,0.5693798741311368,0.3412162021823951,291,0.07157197765784007,0.046541250783898924,Alert,Low,Calm
230,1,3,54,420,903,978,0.6912289266870758,0.24131555851337483,77,0.9556856236907282,0.01791051917328501,Alert,Medium,Aggressive
231,1,7,420,49,661,630,0.08110953773780527,0.0625010475325497,345,0.4764750526453292,0.14190773601087525,Calm,High,Aggressive
232,1,0,242,20,651,700,0.4241970844450892,0.23603150567158648,74,0.3249754799532747,0.7723799696909256,Calm,High,Calm
233,1,4,175,73,745,960,0.4240920204651778,0.396051924128907,16,0.2751504480120309,0.25573300828147694,Alert,High,Calm
234,1,1,202,9,807,920,0.533726744885025,0.5430064989487233,346,0.12571395891116854,0.15554484844444194,Alert,Medium,Calm
235,1,14,236,52,931,598,0.5410488598880421,0.9095163631557752,312,0.944640853124584,0.13159553987351502,Aggressive,Medium,Aggressive
236,1,6,152,9,993,670,0.8079522562304491,0.5220281616556571,342,0.5144559665253574,0.5035267389782091,Alert,High,Calm
237,1,6,342,237,501,721,0.18344852315805893,0.8126614728456382,255,0.4709610834791619,0.42294541911924466,Alert,High,Calm
238,1,9,170,19,788,510,0.11457306833472203,0.9989150553951872,127,0.6574649313041872,0.4171312541355159,Alert,Low,Aggressive
239,1,10,177,298,685,824,0.37252536272468917,0.6584488016286987,64,0.1451023757628228,0.6503370376349054,Calm,High,Aggressive
240,1,10,370,124,672,880,0.33588307564828623,0.07114238623833324,68,0.28959187326534075,0.8579847346197507,Alert,Medium,Aggressive
241,1,3,226,425,608,711,0.9861943072396254,0.5890340249631288,8,0.9174667903919728,0.4195673754596705,Alert,High,Calm
242,1,15,242,256,590,545,0.3786864473785376,0.04521136279370286,140,0.6433701383157795,0.7244881022278945,Aggressive,Low,Calm
243,1,15,224,496,704,714,0.1501816358612399,0.052978940273555875,24,0.30230103480393933,0.7334472708675385,Calm,Medium,Aggressive
244,1,15,56,420,815,608,0.6019987110324637,0.2427582203504831,20,0.37696199953248033,0.08203187524475819,Calm,Low,Aggressive
245,1,4,318,471,846,539,0.12025717154437565,0.869712078314318,133,0.7021353966657358,0.3569939526710171,Aggressive,Medium,Aggressive
246,1,10,194,19,614,925,0.1345748045658015,0.7046936132869682,173,0.9338641643614426,0.34242636594079023,Alert,Low,Aggressive
247,1,2,446,115,586,787,0.4663665704626684,0.5504304801287794,261,0.01100377327639479,0.7040614495360777,Alert,High,Aggressive
248,1,15,104,65,619,596,0.7113894344337693,0.3685818638876741,48,0.2076222659696233,0.4167159111132729,Calm,Low,Aggressive
249,1,11,481,221,926,659,0.8945203698183372,0.7237317149696294,324,0.8916080580322281,0.07414465033836526,Aggressive,Low,Aggressive
250,1,1,72,396,843,856,0.7731843643152644,0.5767735076667273,79,0.2351400251462541,0.6813222311786503,Aggressive,Low,Calm
251,1,9,357,213,631,672,0.3128723911607476,0.10373778102646991,320,0.5023170715422491,0.7137205726305123,Alert,Medium,Calm
252,1,15,297,343,668,801,0.9943833164770534,0.5241186384046416,204,0.7710343865004661,0.7974305914902222,Alert,Medium,Calm
253,1,3,371,331,887,564,0.6620068809534587,0.8705315705649994,197,0.42973144559864385,0.7968484078642933,Calm,Medium,Aggressive
254,1,5,387,164,957,938,0.033344718250003846,0.8477774134408106,265,0.3034185684240168,0.04215549966930565,Aggressive,Medium,Aggressive
255,1,12,330,411,610,688,0.36461410641999814,0.09957106284961681,304,0.13121082123740802,0.8612102508001063,Calm,Medium,Calm
256,1,4,74,19,762,605,0.9435751040360306,0.5862491742127937,277,0.33922062588761703,0.7698557882715906,Alert,Low,Calm
257,1,9,270,487,570,982,0.26877852500168264,0.9757556652958261,322,0.13513385544509826,0.5114259756468487,Alert,High,Aggressive
258,1,15,288,407,931,804,0.20304750161949348,0.39781356363716136,152,0.46468340983666734,0.19162008394151042,Calm,High,Aggressive
259,1,7,42,25,975,678,0.003404172296206487,0.9598335468409005,194,0.16477461591846065,0.062064429474732674,Aggressive,Medium,Calm
260,1,5,130,313,626,845,0.6569486180315054,0.5255001098281282,224,0.30117832083345175,0.055948048204061185,Aggressive,High,Aggressive
261,1,15,20,437,973,934,0.7458603654632696,0.7407093459248805,273,0.9377888403113869,0.7685594743381239,Aggressive,Medium,Aggressive
262,1,4,217,468,879,992,0.4799667912426091,0.5456749638641087,239,0.7071975903458769,0.6889114654247758,Calm,Medium,Calm
263,1,0,458,460,674,783,0.20543243458043003,0.25169677976022053,95,0.40760635645525856,0.5354193334756575,Aggressive,Low,Calm
264,1,11,218,196,514,788,0.7628986326910222,0.187531321829421,45,0.1592944500018797,0.9316164340516495,Calm,High,Aggressive
265,1,9,246,396,633,931,0.09976265130124407,0.49418873062277624,357,0.8253737853332767,0.05490674551963681,Alert,High,Aggressive
266,1,15,268,222,801,946,0.7041025341654817,0.5364821786297543,262,0.14079285598671387,0.348298643376702,Aggressive,Medium,Calm
267,1,11,383,447,882,843,0.4867533506269597,0.6995351898260358,65,0.7729197921094816,0.698880049813012,Calm,Medium,Aggressive
268,1,3,177,362,984,612,0.9717201761205834,0.12059003923409717,26,0.17301443021620377,0.1458110445878722,Alert,High,Aggressive
269,1,15,452,289,561,543,0.12364055883415037,0.5788713333415093,149,0.11268308739432864,0.22395519239712414,Alert,Low,Aggressive
270,1,0,281,334,542,668,0.7541794092205514,0.41531185026312223,17,0.5304945745129886,0.6237987874517458,Aggressive,Medium,Aggressive
271,1,8,431,485,671,518,0.8066231946723106,0.9555061211392453,130,0.8018006656403457,0.4132746732275726,Alert,Medium,Aggressive
272,1,11,0,6,819,713,0.0008659996453352914,0.7804821788625,142,0.02376899136467603,0.9358454295647839,Alert,High,Aggressive
273,1,13,127,326,691,797,0.2893502002571934,0.5050428398692299,204,0.13723688496834796,0.004852325439438254,Calm,Low,Aggressive
274,1,15,14,88,535,537,0.3672340269734147,0.8419848241261716,261,0.8056373969376682,0.6551606887405307,Alert,Low,Calm
275,1,12,131,255,959,930,0.7536751586239939,0.009582268218494283,34,0.7437279073602237,0.5224021112941702,Alert,Low,Aggressive
276,1,9,74,482,943,506,0.11589547909660392,0.5563812078367197,336,0.27411879751412094,0.9754983573049145,Aggressive,Low,Aggressive
277,1,6,214,92,758,889,0.468376280874382,0.25253353588995187,176,0.7696228136625479,0.36563313623562255,Alert,Medium,Calm
278,1,3,385,41,998,555,0.8230355126967822,0.8689203445143046,318,0.6518105674594948,0.3807527674559268,Alert,High,Aggressive
279,1,10,231,287,607,828,0.6680771942654085,0.045189847158668695,157,0.5340009194495428,0.8503551479859645,Alert,Medium,Aggressive
280,1,8,426,357,744,978,0.20936684432241837,0.2744016317922954,140,0.8631239622584078,0.910439008473142,Calm,Medium,Calm
281,1,14,358,398,547,755,0.413160380060263,0.026747899377007833,205,0.20610532411655336,0.9496553120967614,Alert,Medium,Calm
282,1,7,70,364,848,556,0.9953915347583567,0.47237801234454324,239,0.3723793911226041,0.9798892486492534,Alert,Medium,Calm
283,1,7,155,219,621,522,0.6951579201697207,0.6963227350418778,288,0.04430713648754925,0.06611330346172128,Calm,Low,Calm
284,1,7,384,46,689,911,0.5505751066370298,0.9618937770325581,256,0.07291624878884384,0.8472003251947529,Alert,High,Aggressive
285,1,12,243,187,823,597,0.48719043010765806,0.3593864562536959,92,0.9955546677632217,0.6551277542850543,Aggressive,Medium,Aggressive
286,1,4,22,334,541,743,0.953254632971987,0.4574194853175686,311,0.010037168754519432,0.20595862105977092,Aggressive,High,Calm
287,1,9,31,456,586,604,0.5130119056249542,0.1774498217887973,232,0.5856454123039765,0.6050648407855324,Alert,High,Calm
288,1,12,135,463,650,714,0.29697515825890186,0.1376834213317557,242,0.03612432712127278,0.16737014459194488,Aggressive,High,Calm
289,1,6,492,58,751,521,0.9825678902181558,0.14249117228275288,143,0.6950355518390149,0.4814356039474611,Calm,Medium,Aggressive
290,1,6,218,40,919,941,0.9690190452096489,0.02118439690962226,248,0.7560003603767325,0.05496352550027306,Aggressive,Medium,Calm
291,1,3,2,384,924,539,0.3838013751889282,0.1052262723296955,210,0.5378397872742248,0.6023321990165483,Calm,Low,Calm
292,1,1,294,429,523,630,0.9653567368226224,0.5841479686229297,24,0.43444104179078225,0.5326101268742063,Aggressive,Medium,Aggressive
293,1,9,284,306,783,715,0.6013893421402245,0.8515867455318205,236,0.010805404703115307,0.4456048489656227,Aggressive,Medium,Calm
294,1,2,200,99,631,855,0.7176389701263091,0.2683264864956897,150,0.8413647552567513,0.034978192652190154,Alert,High,Aggressive
295,1,0,421,447,865,571,0.051348051282301355,0.46598094572387705,79,0.38781596797586204,0.3843715507133938,Alert,Medium,Aggressive
296,1,7,42,74,544,816,0.5725141222255977,0.45935292711784736,215,0.026914977844585852,0.6082634224475026,Alert,Medium,Aggressive
297,1,15,204,143,770,754,0.9529415574583855,0.2217315318573556,147,0.31694904099018806,0.7882148412966951,Aggressive,Low,Aggressive
298,1,4,287,283,933,982,0.46107815385289463,0.20914316586194814,283,0.36811695631924657,0.9857132450844833,Alert,Low,Calm
299,1,11,80,272,632,685,0.7390969637159104,0.3371953221157207,292,0.8271564892668399,0.9155538184696449,Calm,Medium,Aggressive
300,1,8,314,130,837,604,0.5808413193861747,0.9141755601906267,231,0.3449029010327821,0.40401946911679576,Calm,Low,Aggressive
301,1,10,356,140,510,771,0.48479114183490657,0.6956847309822952,130,0.8545582441762877,0.38116560687364864,Aggressive,High,Aggressive
302,1,3,388,256,612,605,0.7172654215062069,0.6312673398400724,163,0.9280831887558075,0.3056285853127404,Calm,Low,Calm
303,1,0,262,270,827,856,0.9374379634177195,0.9699142576766109,208,0.09534990035489799,0.510282134793356,Calm,High,Calm
304,1,12,125,420,630,764,0.6429783975123793,0.15055492533084924,65,0.6131322246419106,0.2546943003142006,Aggressive,High,Calm
305,1,3,50,274,969,561,0.5031333453916297,0.5963950964024097,134,0.9661453322656813,0.0027997896455886906,Calm,Low,Calm
306,1,5,328,81,553,781,0.47796130816517535,0.19730780024640038,305,0.7090496661751822,0.7896496418175061,Alert,Medium,Calm
307,1,0,122,486,691,831,0.8152238130392109,0.9462993258595255,288,0.9026156820049097,0.5941447704104018,Aggressive,High,Aggressive
308,1,7,150,323,983,868,0.13696467919921007,0.48277514960845336,47,0.475079916771904,0.8963293289514765,Calm,Medium,Calm
309,1,6,6,346,539,516,0.9936385587537621,0.28865883288999084,8,0.9416284574770848,0.5098770217059901,Alert,High,Calm
310,1,14,318,115,630,761,0.2064178435491537,0.9842868528718033,25,0.48660916486379235,0.2544518090549226,Aggressive,Medium,Calm
311,1,9,149,440,785,923,0.5554779863516907,0.5102575157792747,343,0.06715040873386746,0.985937375401737,Calm,High,Calm
312,1,8,22,218,857,850,0.16702666483477646,0.8786701076741672,193,0.9701176063813302,0.033214456480971544,Calm,Low,Aggressive
313,1,10,259,460,876,743,0.26299467502506146,0.7027149875453792,67,0.5403060810698945,0.05650247154204535,Aggressive,Medium,Aggressive
314,1,9,275,374,733,875,0.7633671357206744,0.5492736187096674,257,0.5708636252974187,0.2968578013799694,Aggressive,Medium,Calm
315,1,8,450,380,758,950,0.7029659988983573,0.6200870595254032,243,0.8504967810244298,0.8024861547390311,Calm,Medium,Aggressive
316,1,8,464,181,648,695,0.08340057001225576,0.20222091557688437,205,0.5373628847115749,0.7388638403536256,Calm,Medium,Calm
317,1,13,380,28,620,860,0.9467137826878439,0.8144071962345232,6,0.18012218474939112,0.9637195679718478,Alert,High,Calm
318,1,8,488,306,538,680,0.966267579276951,0.6541394473985533,312,0.647687938221754,0.37724587188443515,Aggressive,High,Calm
319,1,11,369,413,795,974,0.9991655115953764,0.47620211016403724,68,0.8135407252134662,0.7855822410238487,Calm,Medium,Aggressive
320,1,9,348,338,776,657,0.5545143361219392,0.9324522281153673,73,0.367108010069533,0.19196741509610082,Calm,High,Calm
321,1,0,94,225,651,600,0.6040690810857284,0.6191527483862729,120,0.9056924039962827,0.3792639797304519,Aggressive,Low,Calm
322,1,4,330,491,807,927,0.3219359588915377,0.3777359858124789,95,0.5497365417906804,0.13669820914755582,Aggressive,High,Calm
323,1,8,489,141,994,919,0.7081501279559481,0.5547704731081697,198,0.7801392115600504,0.5113616681368465,Aggressive,Low,Calm
324,1,14,492,73,876,626,0.8219031570622434,0.1210074664956875,135,0.19670209067581335,0.2938404192193931,Alert,Low,Calm
325,1,10,483,406,953,837,0.3867722174825856,0.48930068217997535,82,0.009386494836278514,0.5099099860817008,Calm,Medium,Aggressive
326,1,12,30,231,511,552,0.8680251428500028,0.6431293129257648,335,0.21851299700326332,0.9111216045529427,Aggressive,High,Aggressive
327,1,0,334,69,564,878,0.9603157482315167,0.19791550627668308,315,0.3443208573309178,0.42443854388011515,Aggressive,High,Aggressive
328,1,12,440,156,784,913,0.7531434761950443,0.8871300718452585,303,0.733470296391371,0.006652867434756904,Calm,Medium,Calm
329,1,6,130,180,751,882,0.6983381309463529,0.08664219920440441,157,0.8052108954091963,0.9694674579724838,Calm,Low,Calm
330,1,12,450,67,511,633,0.4109502866759297,0.19457125159125654,17,0.9745224104428877,0.6547060419544916,Alert,Medium,Calm
331,1,2,15,297,839,740,0.8429454848941017,0.4449028397105613,94,0.7241666581086785,0.15127579729347262,Calm,Medium,Aggressive
332,1,3,99,333,967,529,0.2610433113173264,0.16678264484915717,112,0.36897853237669975,0.05656695336980222,Alert,Medium,Aggressive
333,1,6,186,419,776,768,0.9218159259999701,0.6779690080242807,212,0.32884110452595194,0.5204147469520195,Alert,High,Aggressive
334,1,3,140,90,732,766,0.9022998658739416,0.5916674890502422,6,0.9991264367851325,0.7022640570065439,Calm,High,Calm
335,1,3,315,347,975,917,0.8875764672517441,0.32664975897391135,113,0.7447871506529528,0.6126284847177973,Alert,High,Calm
336,1,12,83,24,509,577,0.8979984287415239,0.4971633231861202,335,0.7226104494553405,0.22351528591110026,Aggressive,Low,Aggressive
337,1,12,196,305,869,801,0.832873001826019,0.31202235590224037,224,0.8689001367300062,0.5212343058221509,Calm,Low,Calm
338,1,9,397,82,762,721,0.7777732396926123,0.5335175047129475,304,0.44211121753296057,0.7487232886599096,Alert,Low,Aggressive
339,1,7,356,50,547,540,0.5186611266415727,0.0855906311418102,268,0.41697155274343556,0.9273848445552415,Calm,High,Calm
340,1,3,215,320,621,748,0.4566641767010483,0.24193109418844327,123,0.16840801012504192,0.8263609953505429,Calm,Low,Calm
341,1,11,35,324,569,646,0.7662723623046266,0.2687702970216922,183,0.6692013004668866,0.9468755346642161,Calm,Medium,Calm
342,1,8,30,100,702,915,0.008989606278396622,0.1054784160381278,97,0.5015414115371389,0.6392148452313124,Aggressive,Medium,Calm
343,1,15,237,22,530,534,0.9554078142525388,0.555271912141115,280,0.7049446146675169,0.45019007176856773,Alert,High,Calm
344,1,1,59,280,539,891,0.786594129926642,0.5767466407679426,10,0.3258013166426078,0.5213456937091404,Calm,Medium,Aggressive
345,1,0,390,362,771,903,0.5476875346830554,0.725434930569297,206,0.9407471264469978,0.4499373463807099,Alert,High,Calm
346,1,6,439,478,852,841,0.3182785204404287,0.8766485082245998,83,0.05624859510369451,0.18649946435143483,Aggressive,High,Aggressive
347,1,13,144,316,846,672,0.18627110669698022,0.4502961758618671,79,0.9892250567135376,0.006623133809571025,Calm,Low,Calm
348,1,0,220,250,853,698,0.2543363172988472,0.6869755817510022,283,0.7073651541053082,0.9162545598659926,Alert,Medium,Aggressive
349,1,2,455,199,592,805,0.026266035254641995,0.4366877583419696,254,0.34492375522836516,0.5420782147761836,Aggressive,High,Calm
350,1,2,466,294,706,967,0.14588536147280495,0.8143627869855357,254,0.10133083744298588,0.0684258902980096,Calm,Low,Aggressive
351,1,12,173,97,922,638,0.2743469386789157,0.8567187328634,238,0.1802134606344613,0.4254409558963801,Calm,Low,Aggressive
352,1,1,162,203,832,730,0.7105952731263938,0.024904659286632214,16,0.10453165813390908,0.5052596408631637,Alert,Medium,Aggressive
353,1,7,29,29,946,858,0.34950670745465806,0.7195748422731464,290,0.8600846871952468,0.6036722475350791,Aggressive,Low,Aggressive
354,1,7,40,77,602,571,0.10799003947920349,0.4147818100685753,98,0.71277114869962,0.5047256720607374,Alert,Low,Aggressive
355,1,11,499,278,746,707,0.19194379593178112,0.0685734298873465,62,0.4648233098054785,0.1828140665939897,Aggressive,High,Aggressive
356,1,7,197,411,552,665,0.8484410392904677,0.187650608507145,210,0.5381202119404642,0.24877305125483962,Alert,Low,Aggressive
357,1,6,227,296,547,773,0.7824325328769228,0.6802553720475276,27,0.9318014753719135,0.6032801903914057,Alert,Medium,Aggressive
358,1,12,276,162,501,589,0.31416132137909347,0.3241274761090662,282,0.9643675296735483,0.5289793774118098,Calm,Medium,Calm
359,1,5,375,366,895,507,0.7179422309129055,0.2288128459647608,235,0.6196810596948198,0.5889746050182104,Calm,Low,Aggressive
360,1,7,51,229,805,705,0.9939427636616471,0.7652309630369357,215,0.41589951602738584,0.3439559946466202,Calm,High,Calm
361,1,5,122,472,679,677,0.4866611401241788,0.9631952778724281,71,0.5434538950354662,0.03201260854450372,Aggressive,Medium,Calm
362,1,2,6,320,630,861,0.7983948908840173,0.11458056087791957,63,0.8733094816575053,0.2291922345964229,Aggressive,High,Aggressive
363,1,9,407,202,643,712,0.12965987893800224,0.5112369302393094,147,0.11576782393169294,0.9932469109312588,Alert,High,Calm
364,1,15,56,235,734,921,0.26999230651940653,0.6456514980536037,274,0.11503623849122835,0.07805119452794718,Calm,High,Aggressive
365,1,6,378,384,713,868,0.8206428132891983,0.548043173882436,173,0.778354582961383,0.7986086661655389,Calm,Low,Calm
366,1,4,259,413,678,528,0.8519027982479858,0.639481496951922,22,0.7401542423581317,0.8779023967389544,Alert,High,Aggressive
367,1,5,489,253,904,622,0.43467653237363335,0.04972903230899073,224,0.12653587250614096,0.153107298046262,Calm,Low,Calm
368,1,3,195,218,786,609,0.8364345058653498,0.35082435768000564,276,0.40737164076912935,0.46873273278651606,Alert,Low,Aggressive
369,1,11,375,229,808,717,0.42389929521215153,0.17417073134473438,112,0.9176477457505781,0.21272214376196774,Alert,High,Calm
370,1,9,73,193,720,602,0.9173955124476016,0.4548929094316836,301,0.09204295310221688,0.2650648728591237,Alert,Low,Aggressive
371,1,7,183,393,939,578,0.9390225471418997,0.6022894686110146,262,0.33054797649640566,0.28506606550317326,Alert,Medium,Aggressive
372,1,7,100,178,879,980,0.6751166493924194,0.6965461434828764,93,0.5289904503379126,0.9685483102343727,Calm,Low,Calm
373,1,14,197,425,716,552,0.8996027413390343,0.06700632446301114,223,0.8338059963079535,0.9671899878377196,Aggressive,Medium,Calm
374,1,1,267,365,622,708,0.12285896100667226,0.4020998328699451,255,0.917263054456934,0.5237106302625115,Alert,Medium,Aggressive
375,1,0,384,109,631,995,0.1682103344423126,0.1180881317218534,228,0.22613214760003075,0.8119829713248204,Aggressive,Medium,Aggressive
376,1,10,3,316,739,804,0.052324789329884824,0.8540282131822943,154,0.7639956500971528,0.440929897231616,Calm,Low,Aggressive
377,1,12,70,228,572,770,0.00401182414957757,0.08346331813168184,323,0.9578691541228007,0.8308730584628501,Alert,Low,Aggressive
378,1,12,36,345,781,642,0.171739107687498,0.09556586642568199,3,0.4735308629997429,0.5323332918288599,Calm,Medium,Calm
379,1,5,173,136,996,946,0.5467045861540559,0.18958148269793984,98,0.7631118299840106,0.6894277519076795,Alert,High,Aggressive
380,1,3,45,114,657,733,0.43123944561020267,0.27703807735697117,335,0.4380756783204526,0.14804048665196645,Calm,Low,Aggressive
381,1,13,29,98,641,850,0.3227308123351248,0.5957429586424261,47,0.8045600500630576,0.4893392548897134,Alert,High,Calm
382,1,5,254,304,683,818,0.5148901349954593,0.6540734784766432,305,0.6566505473368426,0.3938363674521205,Alert,Low,Calm
383,1,4,32,439,673,700,0.4783432352895195,0.7283959846425591,144,0.34944614477009406,0.810503534257131,Aggressive,Low,Aggressive
384,1,6,202,378,753,794,0.24831662676155897,0.3976378374309204,239,0.04883551623056859,0.5065160371387627,Alert,Low,Calm
385,1,6,278,346,917,803,0.51709658006522,0.8485728167427905,351,0.7111166071300417,0.4680037803709851,Alert,High,Calm
386,1,0,431,41,606,762,0.2655081111599833,0.5021690203887218,35,0.06575011905713546,0.7097060138390853,Calm,Low,Aggressive
387,1,8,80,408,711,797,0.4856433452799278,0.08242684385319199,183,0.9700905087260425,0.5140617926179039,Alert,High,Aggressive
388,1,10,464,205,546,806,0.4519184605397889,0.8659205975548159,5,0.18502399343294296,0.21867600517163432,Alert,Medium,Aggressive
389,1,13,343,89,654,567,0.23817854793206483,0.4449003337831665,144,0.8088133688698991,0.29835004602010606,Alert,Medium,Calm
390,1,0,74,453,806,777,0.5894839067357416,0.811891079107306,226,0.3845245042996954,0.8106351162525933,Alert,Low,Calm
391,1,10,331,285,523,801,0.13211227609197118,0.6750618431054263,18,0.3950778054258304,0.810762902316232,Alert,High,Aggressive
392,1,15,376,251,698,520,0.27927835266286327,0.7166569420205016,186,0.27680492885568064,0.6186410258553923,Aggressive,Medium,Aggressive
393,1,5,16,261,625,702,0.5378548410459753,0.4347299931581926,114,0.8588312960981741,0.41708211324269717,Aggressive,Medium,Aggressive
394,1,13,485,194,736,715,0.2466608746840645,0.35390806782223794,245,0.8520078531649891,0.906747606862815,Calm,Medium,Calm
395,1,0,435,28,802,528,0.2794211223460694,0.9982880697783942,256,0.07842523169089777,0.8223293727041945,Alert,Low,Aggressive
396,1,13,480,356,827,594,0.2697704302917443,0.7440080022290882,157,0.21762761645815587,0.06057122911327295,Aggressive,Medium,Calm
397,1,8,205,200,826,539,0.8225827995228745,0.9341266069256349,162,0.5883346491060855,0.8559638642831068,Calm,Medium,Aggressive
398,1,7,335,475,623,552,0.10144922862025696,0.4016318823309556,220,0.6180626997517614,0.6330079855587172,Calm,Medium,Aggressive
399,1,13,129,201,641,778,0.7319051155310626,0.5067801421600088,142,0.3720628600816228,0.7744000701756761,Aggressive,Low,Aggressive
400,1,9,154,349,581,761,0.4850477700848391,0.20271449562593435,192,0.26782138914436193,0.28105649766511587,Aggressive,High,Calm
401,1,6,215,260,741,750,0.5691112535848794,0.14953681962324683,187,0.26867159769449134,0.5380839395322337,Alert,High,Aggressive
402,1,7,55,69,652,731,0.663456847803497,0.9931362544998869,184,0.16064591956195629,0.9970884385373235,Calm,High,Calm
403,1,14,488,400,833,577,0.5987389192620924,0.38232862086584396,97,0.07427057574273022,0.016514000946380447,Alert,Medium,Calm
404,1,14,62,45,649,914,0.2934221199876651,0.815643545575266,54,0.46780922151174653,0.06069562127062378,Calm,Low,Calm
405,1,7,135,248,897,906,0.8764517808572014,0.5822550152667604,142,0.02352451501052011,0.3701742597557228,Alert,High,Aggressive
406,1,13,17,195,930,950,0.5184413561096498,0.2575827905605761,218,0.5140766449032314,0.6133431691184982,Aggressive,High,Aggressive
407,1,10,181,12,663,703,0.7982098105122469,0.1465582765097353,113,0.9962528472009535,0.3033538483537055,Calm,High,Calm
408,1,10,117,162,699,723,0.41506302933629335,0.9906815892974244,105,0.7277218262662221,0.22828887803373432,Calm,High,Aggressive
409,1,13,2,20,608,642,0.41122766491391616,0.6002640879757478,102,0.7093345581830229,0.2206855325263235,Alert,Medium,Calm
410,1,8,8,91,628,966,0.09966768653111524,0.16782421451212404,198,0.8089956583854789,0.485013657991504,Calm,Medium,Aggressive
411,1,9,65,37,878,757,0.8611767720618896,0.01887742339316456,326,0.8855093469311562,0.14576967244751315,Alert,Medium,Aggressive
412,1,9,147,255,573,577,0.6227117828856019,0.6437159424649244,79,0.5806961911396648,0.18965395241316352,Aggressive,Medium,Aggressive
413,1,1,150,346,600,903,0.9135355945293686,0.4363585716368076,52,0.4617409792084831,0.2386009422553811,Aggressive,Medium,Calm
414,1,15,472,398,649,634,0.5361614179356837,0.07579667183616712,19,0.509943376246675,0.49533751981605123,Alert,Low,Aggressive
415,1,5,477,260,554,512,0.21785478117605728,0.2791734796006945,77,0.13615841097824155,0.5235307197146452,Calm,High,Aggressive
416,1,2,267,296,640,524,0.13307022791093792,0.2791909122380054,20,0.26517488183503823,0.6624781292763626,Calm,Medium,Aggressive
417,1,12,46,178,970,891,0.8746423071476144,0.03374318311473501,125,0.3957249386461732,0.3914209346448494,Calm,Low,Aggressive
418,1,12,21,57,728,591,0.3811092166015718,0.7540492634273833,45,0.7633907725781294,0.9700740107837039,Calm,Medium,Calm
419,1,5,281,483,711,902,0.6417655049895876,0.7405277506211502,181,0.9398311385129667,0.786583906516496,Aggressive,High,Aggressive
420,1,8,433,222,975,791,0.3312219825693157,0.08539842415531951,260,0.6760948280085709,0.5008772326433113,Calm,Low,Calm
421,1,4,472,417,708,846,0.16823013780713814,0.6362510578066081,116,0.8817771005023333,0.6033823249990465,Alert,High,Aggressive
422,1,1,136,224,572,592,0.577003809516042,0.823889503751076,227,0.29654320219961483,0.9408025509589082,Alert,Low,Calm
423,1,3,366,10,682,845,0.8645271774188378,0.039480955180066446,97,0.3502194277579985,0.39382702097927536,Aggressive,Low,Aggressive
424,1,1,116,267,849,670,0.6439863132029814,0.8380908596329932,192,0.12284450926091695,0.673289391358778,Calm,Medium,Aggressive
425,1,2,453,349,722,762,0.9199835474101078,0.6544897990259808,222,0.18923046568937363,0.7163364679181157,Calm,High,Calm
426,1,14,156,411,763,578,0.8471749459500318,0.9989278512408163,69,0.2839312738732933,0.06519492151883066,Aggressive,Low,Aggressive
427,1,0,265,201,852,607,0.17547681124929582,0.3717665263073988,157,0.5237422702515634,0.7318434256358549,Aggressive,High,Calm
428,1,14,174,145,671,750,0.7453368270530604,0.020206263488959486,86,0.5503257055359501,0.0411221594552158,Alert,High,Aggressive
429,1,8,210,87,525,879,0.8833879874550523,0.6939940259310846,11,0.7418605951644885,0.07184600071488123,Aggressive,Medium,Calm
